Auction Title,Auction ID,Department,Close Date,Winning Bid,CC Fee,Fee Percent,Auction Fee Subtotal,Auction Fee Total,Pay Status,Asset #,Inventory ID,Decal /Vehicle ID,VTR Number,Receipt Number,Cap,Expenses,Net Sales,Fund,Business Unit
Item 843,73036,GENERAL SERVICES,41624,537.15,0.12,0.27,145.03,145.15,Successful,,73709,Dec-36,3540987657,Money Order,3000,0,392,Enterprise,0
Item 844,72989,ITS,41574,793.24,4.8,0.17,134.85,139.65,Failed,,"74691, 72427, 77648",Dec-50,3392080150,3659293473,3000,0,653.59,Enterprise,0
Item 845,78654,SCHOOL BOARD WAREHOUSE,41529,176.38,0.97,0.2,35.28,36.25,Failed,50171,"76073, 71748, 74240",,,3699106547,3000,0,140.13,Enterprise,0
Item 846,76131,PARKS,41681,566.24,1.18,0.1,56.62,57.8,Pending,32469,74700,,,Money Order,3000,0,508.44,Enterprise,0
Item 847,75719,OFM,41551,32.08,9.27,0.12,3.85,13.12,Pending,89906,71420,Dec-52,3139921116,3636111299,3000,0,18.96,Enterprise,0
Item 848,76862,SCHOOL BOARD WAREHOUSE,41681,601.99,0.82,0.16,96.32,97.14,Pending,43320,72757,,,3664840245,3000,0,504.85,Restricted Fund,0
Item 849,76873,OFM,41527,340.59,7.57,0.26,88.55,96.12,Pending,83031,75002,,,3682891062,3000,0,244.47,General Fund,0
Item 850,75008,PUBLIC DEFENDER,41615,740.65,5.81,0.21,155.54,161.35,Pending,47568,"73575, 74951, 71024",,3436182942,3652385981,3000,0,579.3,Enterprise,0
Item 851,71052,SCHOOL BOARD WAREHOUSE,41571,29.07,0.06,0.2,5.81,5.87,Successful,,"79318, 71835",,,Money Order,3000,0,23.2,General Fund,0
Item 852,78931,SCHOOL BOARD WAREHOUSE,41526,817.63,11.03,0.18,147.17,158.2,Successful,17196,"72880, 77642",,3004960411,3682669765,3000,0,659.43,General Fund,0
Item 853,79845,ITS,41534,129.09,8.92,0.19,24.53,33.45,Failed,76732,"73970, 78818",,,3665987480,3000,0,95.64,General Fund,0
Item 854,77420,GENERAL SERVICES,41671,945.73,4.79,0.29,274.26,279.05,Pending,67254,"73846, 73903, 73144",Dec-17,3313104540,3647927097,3000,0,666.68,Restricted Fund,0
Item 855,72405,OFM,41632,661.13,0.43,0.14,92.56,92.99,Pending,56080,"73838, 78144",,3580255803,Money Order,3000,0,568.14,General Fund,0
Item 856,79990,PUBLIC DEFENDER,41582,961.07,5.99,0.11,105.72,111.71,Pending,,"77955, 74645",Dec-75,,Money Order,3000,0,849.36,Enterprise,0
Item 857,79944,ITS,41603,165.47,13.8,0.21,34.75,48.55,Successful,,"75730, 75832",Dec-39,3501579061,3610773064,3000,0,116.92,Enterprise,0
Item 858,75408,PARKS,41677,279.81,9.67,0.3,83.94,93.61,Pending,12955,"70046, 79599",,,3669216548,3000,0,186.2,Enterprise,0
Item 859,71582,ITS,41584,754.71,3.76,0.18,135.85,139.61,Failed,65140,"70425, 76827",,,Money Order,3000,0,615.1,General Fund,0
Item 860,73878,ITS,41521,720.61,8.53,0.23,165.74,174.27,Pending,29172,"77478, 76820, 75657",,,3685796081,3000,0,546.34,Enterprise,0
Item 861,74420,ITS,41572,916.34,0.28,0.17,155.78,156.06,Failed,15416,"76769, 78406",,,3653332590,3000,0,760.28,Enterprise,0
Item 862,70501,SCHOOL BOARD WAREHOUSE,41607,137.69,12.86,0.17,23.41,36.27,Successful,13071,74122,Dec-53,,3625216589,3000,0,101.42,General Fund,0
Item 863,70750,ITS,41677,230.25,3.97,0.28,64.47,68.44,Failed,44024,"74313, 71704, 75244",Dec-92,,3605534367,3000,0,161.81,Enterprise,0
Item 864,70162,ITS,41563,323.51,5.8,0.16,51.76,57.56,Successful,32040,"72866, 78508, 71709",Dec-48,3088400672,3616338885,3000,0,265.95,Restricted Fund,0
Item 865,74382,SCHOOL BOARD WAREHOUSE,41595,752.17,11.03,0.17,127.87,138.9,Successful,84460,"77578, 71656",,,3646908103,3000,0,613.27,Enterprise,0
Item 866,74401,OFM,41681,177.92,4.75,0.26,46.26,51.01,Successful,99397,77374,Dec-47,,3674690576,3000,0,126.91,Enterprise,0
Item 867,73316,ITS,41608,966.45,6.64,0.26,251.28,257.92,Failed,52090,"78501, 76611",,,3691045307,3000,0,708.53,Restricted Fund,0
Item 868,77522,OFM,41558,165.91,6.53,0.19,31.52,38.05,Pending,,"71088, 75781, 70262",Dec-43,,3654095916,3000,0,127.86,General Fund,0
Item 869,78060,PARKS,41518,97.75,5.13,0.27,26.39,31.52,Failed,85202,"72122, 71378, 75554",,,3664495066,3000,0,66.23,Enterprise,0
Item 870,73944,OFM,41612,489.23,9.54,0.22,107.63,117.17,Failed,77036,"71475, 74680, 79416",,,3633639837,3000,0,372.06,General Fund,0
Item 871,76305,SCHOOL BOARD WAREHOUSE,41609,570.42,0.29,0.2,114.08,114.37,Failed,,"75475, 75470",,,Money Order,3000,0,456.05,Enterprise,0
Item 872,76071,PARKS,41687,603.31,8.31,0.26,156.86,165.17,Successful,87718,75456,,,3604553378,3000,0,438.14,Enterprise,0
Item 873,74014,SCHOOL BOARD WAREHOUSE,41621,874.11,3.14,0.27,236.01,239.15,Failed,,79555,,,3625362851,3000,0,634.96,General Fund,0
Item 874,78510,ITS,41543,825.86,12.75,0.25,206.47,219.22,Successful,,75904,,,3624490660,3000,0,606.64,Enterprise,0
Item 875,72032,SCHOOL BOARD WAREHOUSE,41512,658.98,4.67,0.23,151.57,156.24,Failed,43638,"76493, 76597, 75665",,,3662478426,3000,0,502.74,Restricted Fund,0
Item 876,76735,GENERAL SERVICES,41524,431.46,0.65,0.17,73.35,74,Pending,,"70735, 74451",Dec-90,,3622731755,3000,0,357.46,General Fund,0
Item 877,79154,GENERAL SERVICES,41517,910.39,14.27,0.29,264.01,278.28,Successful,,71568,Dec-61,,Money Order,3000,0,632.11,General Fund,0
Item 878,79183,PARKS,41599,199.18,8.44,0.1,19.92,28.36,Successful,33994,"79776, 78274, 78319",Dec-19,3489831674,Money Order,3000,0,170.82,General Fund,0
Item 879,72229,OFM,41645,388.49,13.66,0.29,112.66,126.32,Pending,,75088,DEC-1513,3354551292,Money Order,3000,0,262.17,Enterprise,0
Item 880,72408,OFM,41678,978.12,5.2,0.19,185.84,191.04,Pending,76094,"77296, 73592",,,Money Order,3000,0,787.08,General Fund,0
Item 881,75845,ITS,41566,780.89,5.38,0.25,195.22,200.6,Pending,33484,"79642, 75209",,,Money Order,3000,0,580.29,General Fund,0
Item 882,74154,ITS,41548,393.3,4.78,0.23,90.46,95.24,Pending,,"78471, 77106",Dec-44,3218954455,Money Order,3000,0,298.06,General Fund,0
Item 883,70900,PUBLIC DEFENDER,41578,159.18,4.01,0.16,25.47,29.48,Pending,,"74364, 78128, 74771",,,3639204941,3000,0,129.7,Restricted Fund,0
Item 884,71528,PARKS,41531,962.5,13.82,0.24,231,244.82,Failed,43456,"74157, 71404, 79425",Dec-07,,Money Order,3000,0,717.68,Enterprise,0
Item 885,73967,ITS,41696,253.44,14.97,0.13,32.95,47.92,Pending,34609,"77002, 72670",,,3633586292,3000,0,205.52,Enterprise,0
Item 886,70436,ITS,41646,664.47,13.13,0.19,126.25,139.38,Successful,,"78550, 78395",,3072816895,3635089468,3000,0,525.09,Restricted Fund,0
Item 887,74297,OFM,41527,559.89,12.15,0.15,83.98,96.13,Pending,63969,"72396, 70687, 71057",,,Money Order,3000,0,463.76,General Fund,0
Item 888,72478,ITS,41650,487.06,1,0.19,92.54,93.54,Pending,37935,"75934, 71247, 77883",Dec-26,,3650272960,3000,0,393.52,Restricted Fund,0
Item 889,77389,ITS,41686,53.47,14.9,0.1,5.35,20.25,Failed,,"79405, 74273, 73308",,,3628602168,3000,0,33.22,Enterprise,0
Item 890,78805,PUBLIC DEFENDER,41577,839.17,14.17,0.13,109.09,123.26,Failed,62092,"78317, 71839",,,3601272573,3000,0,715.91,Enterprise,0
Item 891,79830,SCHOOL BOARD WAREHOUSE,41534,231.82,11.43,0.22,51,62.43,Pending,43781,"73031, 77535",,,3670657033,3000,0,169.39,General Fund,0
Item 892,70983,ITS,41500,971.61,2.25,0.29,281.77,284.02,Pending,22842,"73167, 77590",Dec-14,,3672996467,3000,0,687.59,Restricted Fund,0
Item 893,74152,OFM,41581,547.9,13.55,0.21,115.06,128.61,Failed,53466,"74109, 75516",,3037879103,3678324978,3000,0,419.29,Restricted Fund,0
Item 894,71563,SCHOOL BOARD WAREHOUSE,41505,682.7,10.39,0.19,129.71,140.1,Pending,,"77448, 70382",Dec-03,,Money Order,3000,0,542.6,General Fund,0
Item 895,72415,ITS,41642,457.02,6.78,0.15,68.55,75.33,Pending,26258,"72781, 72738, 70438",Dec-63,,3688120892,3000,0,381.69,Restricted Fund,0
Item 896,73960,PUBLIC DEFENDER,41587,989.73,3.02,0.21,207.84,210.86,Successful,31600,"79701, 73211",,,3689072048,3000,0,778.87,Enterprise,0
Item 897,76333,OFM,41510,464.35,1.26,0.29,134.66,135.92,Failed,,71596,,,3632149278,3000,0,328.43,Enterprise,0
Item 898,76052,PARKS,41579,653.17,9.56,0.28,182.89,192.45,Successful,,"76937, 74960",Dec-19,,3616606712,3000,0,460.72,General Fund,0
Item 899,76334,PUBLIC DEFENDER,41579,110.48,14.99,0.26,28.72,43.71,Pending,10193,70173,DEC-1038,,3688192255,3000,0,66.77,General Fund,0
Item 900,78228,GENERAL SERVICES,41612,631.37,11.1,0.22,138.9,150,Failed,,"71310, 71608, 70827",Dec-71,3379285197,3648772112,3000,0,481.37,General Fund,0
Item 901,76281,GENERAL SERVICES,41649,83.79,10.3,0.17,14.24,24.54,Pending,46168,73390,,3447250345,Money Order,3000,0,59.25,Restricted Fund,0
Item 902,77526,PARKS,41698,933.48,10.05,0.2,186.7,196.75,Pending,31288,"75776, 73197, 74829",,3428319176,3635675910,3000,0,736.73,Restricted Fund,0
Item 903,75569,ITS,41690,936.22,4.19,0.23,215.33,219.52,Pending,,77350,Dec-01,3058237295,3649318507,3000,0,716.7,Enterprise,0
Item 904,77583,PARKS,41647,125.5,14.81,0.25,31.38,46.19,Pending,,"78211, 71522",Dec-13,,3696295755,3000,0,79.31,Restricted Fund,0
Item 905,78811,ITS,41630,959.94,8.91,0.13,124.79,133.7,Successful,69955,"78344, 74659, 79098",,,3610006176,3000,0,826.24,General Fund,0
Item 906,71581,SCHOOL BOARD WAREHOUSE,41550,975.88,8.5,0.26,253.73,262.23,Successful,,75980,,,3610852426,3000,0,713.65,Restricted Fund,0
Item 907,73473,ITS,41606,78.36,3.39,0.18,14.1,17.49,Failed,,"77993, 75001, 78176",Dec-18,,3617411889,3000,0,60.87,Enterprise,0
Item 908,77767,PARKS,41635,217.34,9.03,0.15,32.6,41.63,Pending,,"70419, 79357, 76986",,,Money Order,3000,0,175.71,Restricted Fund,0
Item 909,79911,PUBLIC DEFENDER,41559,509.7,13.7,0.22,112.13,125.83,Failed,58895,"74940, 77681",,,Money Order,3000,0,383.87,Enterprise,0
Item 910,75186,SCHOOL BOARD WAREHOUSE,41667,292.54,7.49,0.25,73.14,80.63,Pending,,70243,,,3624313901,3000,0,211.91,General Fund,0
Item 911,79137,SCHOOL BOARD WAREHOUSE,41539,656.36,11.34,0.18,118.14,129.48,Failed,59530,76311,DEC-1614,,Money Order,3000,0,526.88,Restricted Fund,0
Item 912,77998,GENERAL SERVICES,41661,458.99,12.54,0.14,64.26,76.8,Successful,85249,76505,,,3638433019,3000,0,382.19,General Fund,0
Item 913,78707,PARKS,41632,496.46,9.18,0.18,89.36,98.54,Failed,,73229,,,3670913984,3000,0,397.92,Enterprise,0
Item 914,77563,PUBLIC DEFENDER,41518,618.83,8.81,0.12,74.26,83.07,Failed,,"76620, 77935",Dec-45,,3664130358,3000,0,535.76,General Fund,0
Item 915,78061,PARKS,41652,890.79,5.79,0.11,97.99,103.78,Failed,,"75629, 70170",,3555867772,3682795656,3000,0,787.01,Restricted Fund,0
Item 916,77524,PUBLIC DEFENDER,41655,121.51,12.72,0.24,29.16,41.88,Pending,24242,"72746, 76538, 77027",,,Money Order,3000,0,79.63,Restricted Fund,0
Item 917,71271,OFM,41684,350.01,2.89,0.13,45.5,48.39,Pending,43522,"70288, 70344, 70293",Dec-65,,3644796281,3000,0,301.62,Restricted Fund,0
Item 918,76841,SCHOOL BOARD WAREHOUSE,41596,837.54,0.88,0.27,226.14,227.02,Failed,78427,"71096, 70386",Dec-75,,3604184083,3000,0,610.52,Enterprise,0
Item 919,75788,PARKS,41626,937.43,11.48,0.27,253.11,264.59,Failed,13268,"75635, 72542",Dec-01,,3622492274,3000,0,672.84,Restricted Fund,0
Item 920,72623,GENERAL SERVICES,41572,277.02,14.66,0.24,66.48,81.14,Successful,,"77780, 78430",Dec-01,,Money Order,3000,0,195.88,Restricted Fund,0
Item 921,78858,OFM,41577,348.45,4.43,0.11,38.33,42.76,Successful,71417,"71937, 74636, 77888",,3116727639,3698607218,3000,0,305.69,Restricted Fund,0
Item 922,71633,ITS,41602,685.95,14.44,0.17,116.61,131.05,Pending,,70457,Dec-12,3327285267,3643804930,3000,0,554.9,Restricted Fund,0
Item 923,75717,SCHOOL BOARD WAREHOUSE,41636,954.81,13.22,0.18,171.87,185.09,Pending,49328,"74181, 76854",DEC-1306,,3656262722,3000,0,769.72,Restricted Fund,0
Item 924,76897,ITS,41530,733.32,11.84,0.24,176,187.84,Pending,37410,76734,Dec-90,3272486219,3670117998,3000,0,545.48,General Fund,0
Item 925,78010,ITS,41626,293.09,6.32,0.23,67.41,73.73,Failed,,74128,,,Money Order,3000,0,219.36,Enterprise,0
Item 926,73015,GENERAL SERVICES,41660,387.66,14.63,0.29,112.42,127.05,Pending,,"76682, 73297",,3266502151,Money Order,3000,0,260.61,General Fund,0
Item 927,73291,ITS,41587,403.93,8.83,0.18,72.71,81.54,Pending,,78574,,,3669580890,3000,0,322.39,Restricted Fund,0
Item 928,73768,OFM,41677,394.79,10.45,0.29,114.49,124.94,Failed,16231,"78526, 78139",DEC-1590,,3609409077,3000,0,269.85,Restricted Fund,0
Item 929,79338,SCHOOL BOARD WAREHOUSE,41604,468.02,9.36,0.25,117,126.36,Pending,94476,73312,,,Money Order,3000,0,341.66,Restricted Fund,0
Item 930,76692,OFM,41634,629.73,1.72,0.22,138.54,140.26,Failed,39463,"79183, 79975, 79002",Dec-15,,3689653986,3000,0,489.47,General Fund,0
Item 931,76008,PUBLIC DEFENDER,41546,304.17,3.3,0.17,51.71,55.01,Successful,80005,"71734, 76499, 74631",,3095339348,3647234014,3000,0,249.16,Restricted Fund,0
Item 932,76146,GENERAL SERVICES,41513,628.46,4.22,0.12,75.42,79.64,Failed,82922,76372,Dec-22,,3652234763,3000,0,548.82,General Fund,0
Item 933,73924,PUBLIC DEFENDER,41579,539.39,10.04,0.29,156.42,166.46,Failed,73133,"73773, 76647, 77512",Dec-49,,3623378848,3000,0,372.93,Enterprise,0
Item 934,78435,OFM,41544,120.34,11.53,0.24,28.88,40.41,Successful,,"77494, 73462",,,3670293461,3000,0,79.93,Restricted Fund,0
Item 935,71625,OFM,41558,41.54,7.28,0.17,7.06,14.34,Failed,,"79367, 79970, 78704",,,Money Order,3000,0,27.2,General Fund,0
Item 936,76313,SCHOOL BOARD WAREHOUSE,41618,278.25,12.11,0.24,66.78,78.89,Failed,32431,"76938, 76049",Dec-89,,Money Order,3000,0,199.36,Enterprise,0
Item 937,73132,ITS,41670,168.55,10.17,0.3,50.57,60.74,Pending,66106,"77875, 77927, 73998",Dec-39,,3624340341,3000,0,107.81,Restricted Fund,0
Item 938,79728,GENERAL SERVICES,41655,658.14,10.73,0.14,92.14,102.87,Failed,,71526,Dec-91,,Money Order,3000,0,555.27,Enterprise,0
Item 939,79575,GENERAL SERVICES,41596,510.95,12.44,0.21,107.3,119.74,Pending,73775,"78975, 72294, 73908",,,3604261300,3000,0,391.21,Enterprise,0
Item 940,76387,OFM,41561,640.54,10.63,0.13,83.27,93.9,Failed,45091,"77119, 74880, 77657",,,3684437437,3000,0,546.64,Enterprise,0
Item 941,78337,GENERAL SERVICES,41512,608.56,2.62,0.28,170.4,173.02,Failed,52730,"79731, 73794, 72571",,3305344588,Money Order,3000,0,435.54,Enterprise,0
Item 942,74328,SCHOOL BOARD WAREHOUSE,41579,871.41,13.39,0.24,209.14,222.53,Pending,18420,"73465, 76558",Dec-91,3574690757,3664743623,3000,0,648.88,Restricted Fund,0
Item 943,70537,PUBLIC DEFENDER,41695,696.09,7.53,0.27,187.94,195.47,Failed,,73096,,,3695134476,3000,0,500.62,Restricted Fund,0
Item 944,72997,GENERAL SERVICES,41502,175.73,10.19,0.19,33.39,43.58,Successful,82771,"77486, 78504",,,3690257337,3000,0,132.15,Enterprise,0
Item 945,75713,SCHOOL BOARD WAREHOUSE,41632,216.99,9.79,0.29,62.93,72.72,Failed,72971,76737,Dec-82,,3645148955,3000,0,144.27,Enterprise,0
Item 946,77958,SCHOOL BOARD WAREHOUSE,41659,959.31,14.31,0.15,143.9,158.21,Pending,73141,"71468, 76651, 78812",Dec-44,,3668631498,3000,0,801.1,Enterprise,0
Item 947,71160,PARKS,41645,598.88,0.64,0.29,173.68,174.32,Pending,67555,"77745, 79240, 75131",,,Money Order,3000,0,424.56,Enterprise,0
Item 948,75336,GENERAL SERVICES,41586,590.97,11.62,0.23,135.92,147.54,Failed,,"75289, 73765, 79007",Dec-09,,3665079411,3000,0,443.43,General Fund,0
Item 949,71943,GENERAL SERVICES,41699,413.26,9.17,0.15,61.99,71.16,Failed,12078,"75293, 71856, 71853",DEC-1268,,3602824747,3000,0,342.1,Restricted Fund,0
Item 950,77976,PUBLIC DEFENDER,41573,969.59,9.27,0.24,232.7,241.97,Failed,,"78950, 74567",Dec-89,3172966725,Money Order,3000,0,727.62,General Fund,0
Item 951,78825,ITS,41584,163.88,1.41,0.15,24.58,25.99,Successful,15724,"79069, 79325, 78124",Dec-40,3411989715,Money Order,3000,0,137.89,General Fund,0
Item 952,77844,GENERAL SERVICES,41680,951.53,4.31,0.28,266.43,270.74,Successful,48362,"73886, 79875, 76552",,,3662441492,3000,0,680.79,Enterprise,0
Item 953,74204,SCHOOL BOARD WAREHOUSE,41594,823.39,2.32,0.29,238.78,241.1,Successful,32169,"72808, 72059",,,3620000181,3000,0,582.29,Enterprise,0
Item 954,72948,PUBLIC DEFENDER,41573,357.23,11.22,0.18,64.3,75.52,Pending,27514,"75461, 73553, 76727",Dec-19,,3614195542,3000,0,281.71,Enterprise,0
Item 955,78929,GENERAL SERVICES,41615,364.47,11.22,0.2,72.89,84.11,Successful,88831,"73457, 71124, 77719",DEC-1822,3165730312,3626478922,3000,0,280.36,Restricted Fund,0
Item 956,71582,PARKS,41610,236.13,0.22,0.3,70.84,71.06,Pending,99583,"76689, 74475",Dec-03,,Money Order,3000,0,165.07,Enterprise,0
Item 957,74247,OFM,41649,461.51,7.71,0.11,50.77,58.48,Successful,94295,"75275, 74925",,,3631887259,3000,0,403.03,Restricted Fund,0
Item 958,72387,PUBLIC DEFENDER,41571,998.82,7.26,0.11,109.87,117.13,Successful,,"72350, 79532, 71576",Dec-16,3240585839,3612865600,3000,0,881.69,General Fund,0
Item 959,70254,GENERAL SERVICES,41542,563.72,0.45,0.21,118.38,118.83,Successful,12875,77135,DEC-1454,,Money Order,3000,0,444.89,General Fund,0
Item 960,78815,GENERAL SERVICES,41565,510.7,13.97,0.3,153.21,167.18,Successful,52643,"79844, 72910",,3528424753,3690678328,3000,0,343.52,General Fund,0
Item 961,76830,PARKS,41673,708.75,7.95,0.29,205.54,213.49,Successful,,"71462, 72822",Dec-89,3360981794,Money Order,3000,0,495.26,General Fund,0
Item 962,72982,GENERAL SERVICES,41651,719.67,3.5,0.12,86.36,89.86,Pending,32050,77618,,3563920185,3631558146,3000,0,629.81,Enterprise,0
Item 963,75868,PUBLIC DEFENDER,41542,806.95,6.39,0.17,137.18,143.57,Successful,52602,"72613, 73664",,,3681885745,3000,0,663.38,Restricted Fund,0
Item 964,75959,SCHOOL BOARD WAREHOUSE,41645,881.74,14.41,0.21,185.17,199.58,Successful,46866,"75465, 76662, 76370",Dec-65,,Money Order,3000,0,682.16,Restricted Fund,0
Item 965,75968,ITS,41650,272.67,3.45,0.15,40.9,44.35,Successful,85834,"78968, 72162",Dec-83,3202675032,3638481866,3000,0,228.32,Restricted Fund,0
Item 966,71627,GENERAL SERVICES,41658,820.06,5.34,0.15,123.01,128.35,Successful,16806,75314,Dec-87,,Money Order,3000,0,691.71,Restricted Fund,0
Item 967,74678,PUBLIC DEFENDER,41691,630.59,4.12,0.1,63.06,67.18,Successful,94841,"79424, 74518, 76813",,,Money Order,3000,0,563.41,Enterprise,0
Item 968,76111,PUBLIC DEFENDER,41584,607.65,14.76,0.2,121.53,136.29,Successful,28511,70859,,3562002471,Money Order,3000,0,471.36,General Fund,0
Item 969,77151,GENERAL SERVICES,41678,98.67,1.43,0.21,20.72,22.15,Successful,49338,"77079, 72813",Dec-97,,3678291268,3000,0,76.52,General Fund,0
Item 970,73159,PARKS,41526,807.56,14.52,0.27,218.04,232.56,Failed,,"77284, 78636",Dec-08,,3664605229,3000,0,575,Restricted Fund,0
Item 971,75480,PARKS,41624,455.73,9.54,0.24,109.38,118.92,Failed,78209,"74911, 79149",Dec-76,,Money Order,3000,0,336.81,General Fund,0
Item 972,72919,PUBLIC DEFENDER,41541,718.23,11.17,0.28,201.1,212.27,Pending,78462,"74057, 70664",Dec-74,3192435034,3666688476,3000,0,505.96,Restricted Fund,0
Item 973,70763,GENERAL SERVICES,41654,472.35,3.81,0.15,70.85,74.66,Pending,,"76828, 71633",,3103774290,3654221208,3000,0,397.69,Restricted Fund,0
Item 974,76601,OFM,41563,134.23,2.4,0.14,18.79,21.19,Pending,,"71528, 76622, 73600",,,Money Order,3000,0,113.04,Restricted Fund,0
Item 975,72085,OFM,41607,35.95,0.74,0.19,6.83,7.57,Pending,,"72615, 78593",,,3644520100,3000,0,28.38,Restricted Fund,0
Item 976,77357,GENERAL SERVICES,41502,928.71,12.44,0.29,269.33,281.77,Pending,90583,75494,,,Money Order,3000,0,646.94,Restricted Fund,0
Item 977,72414,PUBLIC DEFENDER,41564,602.04,6.62,0.15,90.31,96.93,Pending,11648,76723,,,3641130075,3000,0,505.11,Restricted Fund,0
Item 978,74154,PUBLIC DEFENDER,41601,700.73,8.51,0.21,147.15,155.66,Failed,90728,"76829, 78103, 76287",,3289283734,Money Order,3000,0,545.07,General Fund,0
Item 979,74912,ITS,41642,634.62,10.62,0.18,114.23,124.85,Pending,29615,72140,Dec-29,,3694062372,3000,0,509.77,Restricted Fund,0
Item 980,74243,GENERAL SERVICES,41602,381.39,9.11,0.27,102.98,112.09,Successful,97502,78004,,,3686524323,3000,0,269.3,Enterprise,0
Item 981,72611,ITS,41595,857.82,0.71,0.24,205.88,206.59,Successful,92919,"70872, 76651, 71510",,,3685601902,3000,0,651.23,Enterprise,0
Item 982,72362,PUBLIC DEFENDER,41638,647.18,3.91,0.28,181.21,185.12,Failed,55716,"75990, 72909, 70854",,,3672940464,3000,0,462.06,Restricted Fund,0
Item 983,70360,ITS,41564,836.86,0.81,0.22,184.11,184.92,Successful,,71674,Dec-64,,Money Order,3000,0,651.94,Restricted Fund,0
Item 984,75016,SCHOOL BOARD WAREHOUSE,41562,933.48,6.99,0.26,242.7,249.69,Pending,,"77617, 73412, 73976",,,3680112839,3000,0,683.79,Restricted Fund,0
Item 985,74868,ITS,41599,669.64,2.46,0.24,160.71,163.17,Successful,25312,74730,Dec-36,3462036546,3653163861,3000,0,506.47,Restricted Fund,0
Item 986,79962,OFM,41691,48.19,2.93,0.18,8.67,11.6,Pending,72186,76808,,,3615374817,3000,0,36.59,Restricted Fund,0
Item 987,70269,PUBLIC DEFENDER,41647,172.1,2.89,0.14,24.09,26.98,Failed,31307,79223,Dec-49,3233080561,3695807364,3000,0,145.12,General Fund,0
Item 988,74820,ITS,41606,165.95,1.5,0.26,43.15,44.65,Failed,14447,78094,,3049327605,3642286352,3000,0,121.3,Restricted Fund,0
Item 989,75577,PUBLIC DEFENDER,41580,55.36,14.67,0.25,13.84,28.51,Successful,,"74409, 74884",,,3649181595,3000,0,26.85,Restricted Fund,0
Item 990,70897,PUBLIC DEFENDER,41501,921.79,13.01,0.11,101.4,114.41,Pending,,75408,Dec-63,3413168720,Money Order,3000,0,807.38,General Fund,0
Item 991,72371,SCHOOL BOARD WAREHOUSE,41550,788.17,5.68,0.1,78.82,84.5,Failed,24839,"70927, 78033",,3214725474,Money Order,3000,0,703.67,Restricted Fund,0
Item 992,77314,PUBLIC DEFENDER,41686,745.4,4.91,0.23,171.44,176.35,Pending,,"71823, 78569",,,3640499960,3000,0,569.05,Restricted Fund,0
Item 993,76095,OFM,41632,864.86,9.84,0.29,250.81,260.65,Successful,78083,"76256, 72624",Dec-10,,3698486454,3000,0,604.21,Restricted Fund,0
Item 994,73755,SCHOOL BOARD WAREHOUSE,41623,611.4,13.74,0.16,97.82,111.56,Failed,31651,71839,Dec-37,,Money Order,3000,0,499.84,Restricted Fund,0
Item 995,75468,PUBLIC DEFENDER,41686,388.4,6.15,0.12,46.61,52.76,Pending,15951,79763,Dec-73,,3654864862,3000,0,335.64,Restricted Fund,0
Item 996,71267,ITS,41612,100.59,8.7,0.15,15.09,23.79,Failed,,"71633, 72343, 71062",Dec-96,3183292164,3600876851,3000,0,76.8,Enterprise,0
Item 997,76526,ITS,41506,924.11,5.86,0.27,249.51,255.37,Failed,61951,"76371, 72765, 75997",Dec-90,,3662831179,3000,0,668.74,General Fund,0
Item 998,73133,GENERAL SERVICES,41541,769.1,6.49,0.22,169.2,175.69,Successful,93507,"79196, 75319, 74315",Dec-53,,3635379866,3000,0,593.41,Enterprise,0
Item 999,71226,OFM,41668,895.88,9.79,0.2,179.18,188.97,Successful,,"76658, 76363, 77081",Dec-53,,3685911704,3000,0,706.91,Restricted Fund,0
Item 1000,78864,PARKS,41582,825.3,2.1,0.25,206.32,208.42,Pending,70498,"74043, 76985",Dec-00,3529754288,3656228470,3000,0,616.88,Restricted Fund,0
